time, Quad.IMU.AX
6.579706,0.494689
6.584705,0.076932
6.589705,-0.110736
6.594705,-0.316909
6.599704,-0.111239
6.604704,0.254131
6.609704,-0.273561
6.614703,-0.565772
6.619703,0.500598
6.624702,0.009591
6.629702,-0.326998
6.634702,0.048279
6.639701,0.955002
6.644701,0.364019
6.649701,0.103974
6.654700,-0.335760
6.659700,0.641793
6.664700,-0.576954
6.669699,-0.505118
6.674699,-0.025110
6.679698,0.059801
6.684698,0.692330
6.689698,-0.336950
6.694697,0.200623
6.699697,0.794956
6.704697,0.733251
6.709696,-0.095310
6.714696,-0.015754
6.719696,-0.140327
6.724695,0.242936
6.729695,0.875409
6.734694,0.221488
6.739694,-0.075612
6.744694,-0.329388
6.749693,1.042454
6.754693,-0.255497
6.759693,-0.220339
6.764692,0.645534
6.769692,-1.057806
6.774692,0.066131
6.779691,0.233591
6.784691,-0.045525
6.789690,0.701873
6.794690,0.015158
6.799690,0.273440
6.804689,-0.401915
6.809689,-0.034284
6.814689,0.333787
6.819688,0.505124
6.824688,0.262105
6.829688,-0.031306
6.834687,-0.879634
6.839687,-0.620536
6.844687,0.816696
6.849686,0.246465
6.854686,-0.047497
6.859685,-1.600936
6.864685,0.299093
6.869685,-1.027876
6.874684,0.396957
6.879684,-0.653570
6.884684,-0.819428
6.889683,-0.007356
6.894683,-1.000138
6.899683,0.325561
6.904682,-0.317935
6.909682,0.066817
6.914681,-0.323126
6.919681,-0.575568
6.924681,-0.284019
6.929680,0.265407
6.934680,0.015177
6.939680,0.435268
6.944679,0.505722
6.949679,-0.199988
6.954679,0.238910
6.959678,-0.101490
6.964678,0.541451
6.969677,-0.454860
6.974677,0.235263
6.979677,-1.253526
6.984676,-0.677854
6.989676,-0.378056
6.994676,-0.045959
6.999675,-0.271488
7.004675,-0.602895
7.009675,-1.146350
7.014674,-0.385343
7.019674,0.092674
7.024673,-0.792705
7.029673,0.094930
7.034673,-0.033287
7.039672,-1.243401
7.044672,0.209447
7.049672,0.525131
7.054671,-0.325018
7.059671,-0.035494
7.064671,0.939497
7.069670,0.339706
7.074670,0.564462
7.079669,0.084035
7.084669,-0.009015
7.089669,0.494499
7.094668,-0.132262
7.099668,-0.961498
7.104668,0.579181
7.109667,-0.012488
7.114667,0.046532
7.119667,0.537684
7.124666,0.082627
7.129666,-0.000876
7.134665,-0.466729
7.139665,0.424075
7.144665,-0.255829
7.149664,-0.511552
7.154664,-0.084415
7.159664,0.054035
7.164663,0.180707
7.169663,-0.284519
7.174663,0.050899
7.179662,-0.147695
7.184662,0.082079
